Transaction_ID,Book_ID,Book_Title,Category,Author,Member_ID,Member_Type,Borrow_Date,Due_Date,Return_Date,Status,Fine_Amount
TRX-1184,BK-103,Design Patterns,Computer Science,E. Gamma,MEM-210,Student,2025-04-18,2025-05-02,2025-04-28,Returned On Time,0.0
TRX-1185,BK-116,Design Patterns,Networks,A. Silberschatz,MEM-235,Student,2025-09-20,2025-10-04,2025-10-08,Returned Late,10.0
TRX-1186,BK-114,The Pragmatic Programmer,Networks,E. Gamma,MEM-220,General,2025-01-26,2025-02-09,2025-02-05,Returned On Time,0.0
TRX-1187,BK-109,Machine Learning Yearning,Computer Science,A. Silberschatz,MEM-226,Staff,2025-02-19,2025-03-05,2025-03-05,Returned On Time,0.0
TRX-1188,BK-117,Database System Concepts,AI & ML,A. Silberschatz,MEM-232,Student,2025-03-10,2025-03-24,2025-03-20,Returned On Time,0.0
TRX-1189,BK-116,Artificial Intelligence: A Modern Approach,Networks,A. Tanenbaum,MEM-227,Student,2025-01-11,2025-01-25,2025-01-21,Returned On Time,0.0
TRX-1190,BK-101,Database System Concepts,Networks,A. Silberschatz,MEM-202,Student,2025-05-05,2025-05-19,2025-05-19,Returned On Time,0.0
TRX-1191,BK-113,Database System Concepts,AI & ML,A. Silberschatz,MEM-237,Faculty,2025-06-16,2025-06-30,2025-06-30,Returned On Time,0.0
TRX-1192,BK-103,Database System Concepts,Computer Science,S. Russell,MEM-205,Student,2025-07-15,2025-07-29,2025-07-27,Returned On Time,0.0
TRX-1193,BK-111,The Pragmatic Programmer,Networks,E. Gamma,MEM-207,Faculty,2025-10-27,2025-11-10,2025-11-08,Returned On Time,0.0
TRX-1194,BK-111,Advanced Data Science,Computer Science,A. Tanenbaum,MEM-233,Student,2025-04-26,2025-05-10,2025-05-06,Returned On Time,0.0
TRX-1195,BK-112,Computer Networking,Data Science,E. Gamma,MEM-229,Student,2025-01-12,2025-01-26,2025-01-24,Returned On Time,0.0
TRX-1196,BK-115,Data Structures and Algorithms,AI & ML,A. Tanenbaum,MEM-239,Student,2025-09-05,2025-09-19,2025-09-17,Returned On Time,0.0
TRX-1197,BK-105,Artificial Intelligence: A Modern Approach,Data Science,S. Russell,MEM-215,Faculty,2025-08-14,2025-08-28,2025-08-24,Returned On Time,0.0
TRX-1198,BK-112,Advanced Data Science,Computer Science,G. van Rossum,MEM-201,General,2025-06-29,2025-07-13,2025-07-09,Returned On Time,0.0
TRX-1199,BK-105,Database System Concepts,Software Engineering,E. Gamma,MEM-236,Student,2025-01-12,2025-01-26,2025-02-06,Returned Late,27.5
TRX-1200,BK-102,Machine Learning Yearning,Data Science,E. Gamma,MEM-213,Staff,2025-01-07,2025-01-21,2025-01-19,Returned On Time,0.0
TRX-1201,BK-101,The Pragmatic Programmer,Data Science,A. Tanenbaum,MEM-217,General,2025-09-13,2025-09-27,2025-10-08,Returned Late,27.5
TRX-1202,BK-100,Operating System Principles,Computer Science,E. Gamma,MEM-215,Staff,2025-01-25,2025-02-08,2025-02-08,Returned On Time,0.0
TRX-1203,BK-103,Computer Networking,AI & ML,G. van Rossum,MEM-211,General,2025-04-06,2025-04-20,2025-04-18,Returned On Time,0.0
TRX-1204,BK-105,The Pragmatic Programmer,Data Science,M. Fowler,MEM-222,Student,2025-01-05,2025-01-19,2025-01-19,Returned On Time,0.0
TRX-1205,BK-110,Advanced Data Science,Networks,S. Russell,MEM-222,Student,2025-04-09,2025-04-23,2025-04-19,Returned On Time,0.0
TRX-1206,BK-106,Deep Learning with Python,Computer Science,M. Fowler,MEM-203,General,2025-09-30,2025-10-14,2025-10-10,Returned On Time,0.0
TRX-1207,BK-103,Deep Learning with Python,Data Science,G. van Rossum,MEM-234,Student,2025-04-02,2025-04-16,2025-04-14,Returned On Time,0.0
TRX-1208,BK-104,Data Structures and Algorithms,Data Science,E. Gamma,MEM-226,Student,2025-08-18,2025-09-01,2025-08-28,Returned On Time,0.0
TRX-1209,BK-106,Clean Code,Computer Science,G. van Rossum,MEM-220,Staff,2025-08-01,2025-08-15,2025-08-11,Returned On Time,0.0
TRX-1210,BK-116,Database System Concepts,Computer Science,M. Fowler,MEM-210,Student,2025-09-13,2025-09-27,2025-09-23,Returned On Time,0.0
TRX-1211,BK-119,Deep Learning with Python,Data Science,A. Tanenbaum,MEM-240,Faculty,2025-02-11,2025-02-25,2025-02-25,Returned On Time,0.0
TRX-1212,BK-116,Machine Learning Yearning,Computer Science,S. Russell,MEM-200,Staff,2025-02-17,2025-03-03,2025-02-27,Returned On Time,0.0
TRX-1213,BK-107,Clean Code,AI & ML,A. Tanenbaum,MEM-233,Student,2025-08-02,2025-08-16,2025-08-16,Returned On Time,0.0
TRX-1214,BK-112,Database System Concepts,Networks,M. Fowler,MEM-200,Student,2025-01-08,2025-01-22,2025-01-18,Returned On Time,0.0
TRX-1215,BK-112,Database System Concepts,Software Engineering,S. Russell,MEM-204,Faculty,2025-08-20,2025-09-03,2025-09-01,Returned On Time,0.0
TRX-1216,BK-114,Database System Concepts,Software Engineering,M. Fowler,MEM-242,Student,2025-09-18,2025-10-02,2025-10-02,Returned On Time,0.0
TRX-1217,BK-105,Deep Learning with Python,Computer Science,S. Russell,MEM-208,Student,2025-02-18,2025-03-04,2025-02-28,Returned On Time,0.0
TRX-1218,BK-117,Design Patterns,Networks,M. Fowler,MEM-211,Student,2025-09-15,2025-09-29,2025-09-29,Returned On Time,0.0
TRX-1219,BK-101,The Pragmatic Programmer,Data Science,S. Russell,MEM-239,Faculty,2025-06-02,2025-06-16,2025-06-14,Returned On Time,0.0
TRX-1220,BK-117,Artificial Intelligence: A Modern Approach,,E. Gamma,MEM-219,Student,2025-10-15,2025-10-29,2025-10-27,Returned On Time,0.0
TRX-1221,BK-106,Introduction to Python,AI & ML,S. Russell,MEM-246,Student,2025-05-29,2025-06-12,2025-07-13,Returned Late,77.5
TRX-1222,BK-111,The Pragmatic Programmer,Software Engineering,S. Russell,MEM-221,Faculty,2025-09-26,2025-10-10,2025-10-06,Returned On Time,0.0
TRX-1223,BK-117,Database System Concepts,AI & ML,G. van Rossum,MEM-221,Faculty,2025-07-08,2025-07-22,2025-07-22,Returned On Time,0.0
TRX-1224,BK-106,Deep Learning with Python,Computer Science,G. van Rossum,MEM-246,Student,2025-07-05,2025-07-19,2025-07-15,Returned On Time,0.0
TRX-1225,BK-100,Operating System Principles,Software Engineering,A. Silberschatz,MEM-233,Student,2025-01-10,2025-01-24,2025-01-24,Returned On Time,0.0
TRX-1226,BK-101,Computer Networking,Networks,,MEM-235,Student,2025-03-31,2025-04-14,2025-04-18,Returned Late,10.0
TRX-1227,BK-101,Clean Code,Computer Science,M. Fowler,MEM-210,Staff,2025-08-11,2025-08-25,2025-08-23,Returned On Time,0.0
TRX-1228,BK-103,Operating System Principles,AI & ML,A. Silberschatz,MEM-223,Student,2025-06-03,2025-06-17,2025-06-15,Returned On Time,0.0
TRX-1229,BK-109,Artificial Intelligence: A Modern Approach,AI & ML,M. Fowler,MEM-244,Student,2025-04-29,2025-05-13,2025-05-17,Returned Late,10.0
TRX-1230,BK-104,Design Patterns,,M. Fowler,MEM-223,Faculty,2025-03-23,2025-04-06,2025-04-06,Returned On Time,0.0
TRX-1231,BK-113,Database System Concepts,Networks,M. Fowler,MEM-229,General,2025-04-27,2025-05-11,2025-05-11,Returned On Time,0.0
TRX-1232,BK-103,Data Structures and Algorithms,Computer Science,S. Russell,MEM-217,Student,2025-04-23,2025-05-07,2025-05-05,Returned On Time,0.0
TRX-1233,BK-112,Introduction to Python,Computer Science,E. Gamma,MEM-203,Student,2025-02-16,2025-03-02,2025-02-26,Returned On Time,0.0
TRX-1234,BK-110,Data Structures and Algorithms,Computer Science,A. Silberschatz,MEM-215,Student,2025-03-02,2025-03-16,2025-04-16,Returned Late,77.5
TRX-1235,BK-112,Artificial Intelligence: A Modern Approach,Computer Science,A. Tanenbaum,MEM-244,Staff,2025-02-04,2025-02-18,2025-02-16,Returned On Time,0.0
TRX-1236,BK-104,Operating System Principles,Computer Science,G. van Rossum,MEM-209,General,2025-03-11,2025-03-25,2025-03-25,Returned On Time,0.0
TRX-1237,BK-102,Introduction to Python,Computer Science,M. Fowler,MEM-205,Student,2025-06-23,2025-07-07,2025-07-07,Returned On Time,0.0
TRX-1238,BK-103,Clean Code,AI & ML,A. Silberschatz,MEM-229,Student,2025-06-12,2025-06-26,2025-06-22,Returned On Time,0.0
TRX-1239,BK-115,Artificial Intelligence: A Modern Approach,Data Science,S. Russell,MEM-212,Student,2025-08-16,2025-08-30,2025-08-26,Returned On Time,0.0
TRX-1240,BK-103,Advanced Data Science,Computer Science,A. Tanenbaum,MEM-206,Student,2025-06-09,2025-06-23,2025-06-23,Returned On Time,0.0
TRX-1241,BK-106,Clean Code,Data Science,A. Silberschatz,MEM-243,Staff,2025-05-22,2025-06-05,2025-06-05,Returned On Time,0.0
TRX-1242,BK-102,Data Structures and Algorithms,Data Science,G. van Rossum,MEM-223,Student,2025-06-10,2025-06-24,2025-06-20,Returned On Time,0.0
TRX-1243,BK-106,Artificial Intelligence: A Modern Approach,Computer Science,S. Russell,MEM-223,Student,2025-01-28,2025-02-11,2025-02-11,Returned On Time,0.0
TRX-1244,BK-116,Advanced Data Science,Data Science,S. Russell,MEM-209,Student,2025-01-02,2025-01-16,2025-01-16,Returned On Time,0.0
TRX-1245,BK-115,Database System Concepts,Networks,E. Gamma,MEM-211,Student,2025-10-21,2025-11-04,2025-11-08,Returned Late,10.0
TRX-1246,BK-116,Data Structures and Algorithms,Networks,M. Fowler,MEM-225,Student,2025-08-02,2025-08-16,2025-08-12,Returned On Time,0.0
TRX-1247,BK-119,Deep Learning with Python,,G. van Rossum,MEM-240,Faculty,2025-10-11,2025-10-25,2025-10-25,Returned On Time,0.0
TRX-1248,BK-102,Machine Learning Yearning,AI & ML,S. Russell,MEM-241,Student,2025-09-19,2025-10-03,2025-10-01,Returned On Time,0.0
TRX-1249,BK-110,Database System Concepts,Networks,A. Tanenbaum,MEM-210,Student,2025-03-15,2025-03-29,2025-03-25,Returned On Time,0.0
TRX-1250,BK-104,Clean Code,Computer Science,E. Gamma,MEM-239,Faculty,2025-09-25,2025-10-09,2025-10-05,Returned On Time,0.0
TRX-1251,BK-117,The Pragmatic Programmer,Computer Science,M. Fowler,MEM-200,Student,2025-01-08,2025-01-22,2025-01-26,Returned Late,10.0
TRX-1252,BK-103,Artificial Intelligence: A Modern Approach,Software Engineering,S. Russell,MEM-211,Staff,2025-01-16,2025-01-30,,Borrowed,0.0
TRX-1253,BK-112,Advanced Data Science,,M. Fowler,MEM-237,General,2025-02-28,2025-03-14,2025-03-10,Returned On Time,0.0
TRX-1254,BK-100,Operating System Principles,Computer Science,M. Fowler,MEM-233,Student,2025-05-13,2025-05-27,2025-06-27,Returned Late,77.5
TRX-1255,BK-105,Advanced Data Science,Software Engineering,M. Fowler,MEM-243,General,2025-08-01,2025-08-15,2025-08-11,Returned On Time,0.0
TRX-1256,BK-115,Clean Code,AI & ML,A. Silberschatz,MEM-232,Student,2025-06-29,2025-07-13,2025-07-24,Returned Late,27.5
TRX-1257,BK-110,Computer Networking,Computer Science,G. van Rossum,MEM-243,Student,2025-09-28,2025-10-12,2025-10-08,Returned On Time,0.0
TRX-1258,BK-101,Advanced Data Science,Software Engineering,M. Fowler,MEM-246,Student,2025-07-20,2025-08-03,2025-08-03,Returned On Time,0.0
TRX-1259,BK-102,Operating System Principles,Data Science,S. Russell,MEM-246,Student,2025-07-10,2025-07-24,2025-07-20,Returned On Time,0.0
TRX-1260,BK-119,Operating System Principles,AI & ML,S. Russell,MEM-238,Staff,2025-09-09,2025-09-23,2025-09-23,Returned On Time,0.0
TRX-1261,BK-101,Machine Learning Yearning,AI & ML,G. van Rossum,MEM-207,Student,2025-05-27,2025-06-10,2025-07-11,Returned Late,77.5
TRX-1262,BK-107,Machine Learning Yearning,Data Science,E. Gamma,MEM-222,Student,2025-03-24,2025-04-07,2025-05-08,Returned Late,77.5
TRX-1263,BK-119,Data Structures and Algorithms,Computer Science,A. Tanenbaum,MEM-218,General,2025-04-30,2025-05-14,2025-05-14,Returned On Time,0.0
TRX-1264,BK-108,Introduction to Python,AI & ML,S. Russell,MEM-213,Faculty,2025-08-15,2025-08-29,2025-08-25,Returned On Time,0.0
TRX-1265,BK-103,Deep Learning with Python,Data Science,S. Russell,MEM-245,Student,2025-04-30,2025-05-14,2025-05-10,Returned On Time,0.0
TRX-1266,BK-116,Deep Learning with Python,Software Engineering,A. Tanenbaum,MEM-245,General,2025-09-12,2025-09-26,2025-09-26,Returned On Time,0.0
TRX-1267,BK-111,Introduction to Python,Networks,G. van Rossum,MEM-208,General,2025-02-04,2025-02-18,2025-02-22,Returned Late,10.0
TRX-1268,BK-112,Data Structures and Algorithms,AI & ML,E. Gamma,MEM-211,Student,2025-01-15,2025-01-29,2025-01-29,Returned On Time,0.0
TRX-1269,BK-107,Clean Code,Software Engineering,E. Gamma,MEM-219,Staff,2025-06-28,2025-07-12,2025-07-08,Returned On Time,0.0
TRX-1270,BK-111,Database System Concepts,AI & ML,A. Silberschatz,MEM-223,Faculty,2025-09-14,2025-09-28,2025-09-24,Returned On Time,0.0
TRX-1271,BK-117,Introduction to Python,Networks,M. Fowler,MEM-205,Student,2025-05-16,2025-05-30,2025-05-26,Returned On Time,0.0
TRX-1272,BK-112,Introduction to Python,,,MEM-234,Student,2025-06-26,2025-07-10,2025-07-08,Returned On Time,0.0
TRX-1273,BK-107,The Pragmatic Programmer,AI & ML,M. Fowler,MEM-232,Student,2025-09-02,2025-09-16,2025-09-14,Returned On Time,0.0
TRX-1274,BK-108,Computer Networking,Networks,S. Russell,MEM-240,Staff,2025-10-04,2025-10-18,2025-10-16,Returned On Time,0.0
TRX-1275,BK-112,The Pragmatic Programmer,Software Engineering,A. Tanenbaum,MEM-212,General,2025-02-14,2025-02-28,2025-02-26,Returned On Time,0.0
TRX-1276,BK-107,Clean Code,Networks,,MEM-247,Student,2025-03-31,2025-04-14,2025-05-15,Returned Late,77.5
TRX-1277,BK-113,Data Structures and Algorithms,Networks,S. Russell,MEM-246,General,2025-05-26,2025-06-09,2025-06-05,Returned On Time,0.0
TRX-1278,BK-117,Clean Code,Software Engineering,M. Fowler,MEM-239,Staff,2025-08-13,2025-08-27,2025-08-25,Returned On Time,0.0
TRX-1279,BK-101,Computer Networking,Data Science,A. Silberschatz,MEM-210,Faculty,2025-07-29,2025-08-12,2025-08-08,Returned On Time,0.0
TRX-1280,BK-102,Operating System Principles,Software Engineering,G. van Rossum,MEM-201,Faculty,2025-10-23,2025-11-06,2025-11-10,Returned Late,10.0
TRX-1281,BK-110,Introduction to Python,Networks,A. Silberschatz,MEM-236,Student,2025-02-18,2025-03-04,2025-02-28,Returned On Time,0.0
TRX-1282,BK-105,Deep Learning with Python,Networks,E. Gamma,MEM-242,Student,2025-04-09,2025-04-23,2025-04-19,Returned On Time,0.0
TRX-1283,BK-111,Advanced Data Science,Software Engineering,A. Tanenbaum,MEM-227,Faculty,2025-02-10,2025-02-24,2025-02-22,Returned On Time,0.0
TRX-1284,BK-103,Deep Learning with Python,Computer Science,A. Silberschatz,MEM-227,Student,2025-07-15,2025-07-29,2025-07-25,Returned On Time,0.0
TRX-1285,BK-118,Design Patterns,AI & ML,A. Silberschatz,MEM-227,Student,2025-05-06,2025-05-20,2025-05-18,Returned On Time,0.0
TRX-1286,BK-107,Advanced Data Science,AI & ML,M. Fowler,MEM-237,Student,2025-04-23,2025-05-07,2025-05-03,Returned On Time,0.0
TRX-1287,BK-102,The Pragmatic Programmer,Networks,M. Fowler,MEM-225,Student,2025-08-22,2025-09-05,2025-09-03,Returned On Time,0.0
TRX-1288,BK-109,Clean Code,Data Science,G. van Rossum,MEM-236,General,2025-02-04,2025-02-18,2025-02-22,Returned Late,10.0
TRX-1289,BK-116,The Pragmatic Programmer,AI & ML,S. Russell,MEM-244,General,2025-10-05,2025-10-19,2025-10-17,Returned On Time,0.0
TRX-1290,BK-101,Artificial Intelligence: A Modern Approach,Networks,A. Tanenbaum,MEM-222,Student,2025-02-11,2025-02-25,2025-03-01,Returned Late,10.0
TRX-1291,BK-113,Deep Learning with Python,Networks,M. Fowler,MEM-210,Faculty,2025-04-02,2025-04-16,2025-04-14,Returned On Time,0.0
TRX-1292,BK-101,The Pragmatic Programmer,AI & ML,A. Tanenbaum,MEM-216,Staff,2025-04-14,2025-04-28,2025-04-26,Returned On Time,0.0
TRX-1293,BK-106,Clean Code,AI & ML,G. van Rossum,MEM-216,Staff,2025-05-27,2025-06-10,2025-06-06,Returned On Time,0.0
TRX-1294,BK-112,Deep Learning with Python,Networks,E. Gamma,MEM-210,Faculty,2025-01-05,2025-01-19,2025-01-19,Returned On Time,0.0
TRX-1295,BK-111,Artificial Intelligence: A Modern Approach,Computer Science,A. Tanenbaum,MEM-218,Faculty,2025-04-18,2025-05-02,2025-04-30,Returned On Time,0.0
TRX-1296,BK-103,Artificial Intelligence: A Modern Approach,Software Engineering,S. Russell,MEM-223,Student,2025-07-22,2025-08-05,2025-08-16,Returned Late,27.5
TRX-1297,BK-113,The Pragmatic Programmer,Data Science,M. Fowler,MEM-246,Staff,2025-09-17,2025-10-01,2025-10-05,Returned Late,10.0
TRX-1298,BK-107,Operating System Principles,Networks,S. Russell,MEM-216,Staff,2025-05-27,2025-06-10,2025-06-08,Returned On Time,0.0
TRX-1299,BK-114,Data Structures and Algorithms,Data Science,E. Gamma,MEM-228,Student,2025-02-23,2025-03-09,2025-03-07,Returned On Time,0.0
TRX-1300,BK-111,Advanced Data Science,Computer Science,A. Tanenbaum,MEM-229,General,2025-06-12,2025-06-26,,Borrowed,0.0
TRX-1301,BK-106,Data Structures and Algorithms,,S. Russell,MEM-235,Staff,2025-01-01,2025-01-15,2025-01-11,Returned On Time,0.0
TRX-1302,BK-108,Introduction to Python,AI & ML,A. Tanenbaum,MEM-201,Student,2025-01-23,2025-02-06,2025-02-04,Returned On Time,0.0
TRX-1303,BK-105,The Pragmatic Programmer,,A. Tanenbaum,MEM-213,Staff,2025-06-22,2025-07-06,2025-07-06,Returned On Time,0.0
TRX-1304,BK-105,Advanced Data Science,Computer Science,A. Silberschatz,MEM-241,Student,2025-07-07,2025-07-21,2025-07-17,Returned On Time,0.0
TRX-1305,BK-101,Data Structures and Algorithms,Software Engineering,E. Gamma,MEM-226,Student,2025-08-19,2025-09-02,2025-08-31,Returned On Time,0.0
TRX-1306,BK-112,Clean Code,Software Engineering,G. van Rossum,MEM-218,Faculty,2025-08-02,2025-08-16,2025-08-12,Returned On Time,0.0
TRX-1307,BK-109,Design Patterns,AI & ML,E. Gamma,MEM-219,Faculty,2025-01-14,2025-01-28,2025-01-26,Returned On Time,0.0
TRX-1308,BK-114,Artificial Intelligence: A Modern Approach,AI & ML,G. van Rossum,MEM-222,Staff,2025-01-12,2025-01-26,2025-01-24,Returned On Time,0.0
TRX-1309,BK-101,The Pragmatic Programmer,Computer Science,M. Fowler,MEM-248,Student,2025-08-29,2025-09-12,2025-09-10,Returned On Time,0.0
TRX-1310,BK-105,Introduction to Python,Data Science,S. Russell,MEM-205,Student,2025-06-06,2025-06-20,2025-07-01,Returned Late,27.5
TRX-1311,BK-108,The Pragmatic Programmer,Data Science,M. Fowler,MEM-203,Staff,2025-05-21,2025-06-04,2025-06-02,Returned On Time,0.0
TRX-1312,BK-118,Clean Code,,A. Silberschatz,MEM-222,Student,2025-08-05,2025-08-19,2025-08-19,Returned On Time,0.0
TRX-1313,BK-110,Clean Code,Computer Science,M. Fowler,MEM-210,General,2025-10-08,2025-10-22,2025-10-18,Returned On Time,0.0
TRX-1314,BK-111,Clean Code,Data Science,S. Russell,MEM-236,Student,2025-01-28,2025-02-11,2025-02-15,Returned Late,10.0
TRX-1315,BK-113,Database System Concepts,AI & ML,S. Russell,MEM-206,Staff,2025-07-29,2025-08-12,2025-08-10,Returned On Time,0.0
TRX-1316,BK-108,Computer Networking,Software Engineering,E. Gamma,MEM-221,Student,2025-04-19,2025-05-03,2025-05-03,Returned On Time,0.0
TRX-1317,BK-107,Data Structures and Algorithms,AI & ML,A. Silberschatz,MEM-202,Student,2025-05-29,2025-06-12,2025-06-12,Returned On Time,0.0
TRX-1318,BK-110,Database System Concepts,Networks,S. Russell,MEM-248,Student,2025-05-18,2025-06-01,2025-05-30,Returned On Time,0.0
TRX-1319,BK-112,Clean Code,Data Science,E. Gamma,MEM-216,Student,2025-05-18,2025-06-01,2025-05-28,Returned On Time,0.0
TRX-1320,BK-111,Artificial Intelligence: A Modern Approach,AI & ML,G. van Rossum,MEM-242,General,2025-07-07,2025-07-21,2025-07-19,Returned On Time,0.0
TRX-1321,BK-115,Introduction to Python,AI & ML,A. Silberschatz,MEM-211,Student,2025-06-30,2025-07-14,2025-07-10,Returned On Time,0.0
TRX-1322,BK-104,Artificial Intelligence: A Modern Approach,Networks,,MEM-232,Staff,2025-01-07,2025-01-21,2025-01-19,Returned On Time,0.0
TRX-1323,BK-110,Clean Code,AI & ML,G. van Rossum,MEM-206,General,2025-06-09,2025-06-23,2025-06-27,Returned Late,10.0
TRX-1324,BK-107,Artificial Intelligence: A Modern Approach,Software Engineering,M. Fowler,MEM-239,Student,2025-06-06,2025-06-20,2025-06-16,Returned On Time,0.0
TRX-1325,BK-111,Design Patterns,AI & ML,A. Silberschatz,MEM-239,General,2025-05-13,2025-05-27,2025-05-25,Returned On Time,0.0
TRX-1326,BK-108,Introduction to Python,Software Engineering,A. Silberschatz,MEM-243,Faculty,2025-01-26,2025-02-09,2025-02-13,Returned Late,10.0
TRX-1327,BK-112,Clean Code,AI & ML,M. Fowler,MEM-210,Student,2025-02-18,2025-03-04,2025-03-15,Returned Late,27.5
TRX-1328,BK-114,Computer Networking,Data Science,A. Silberschatz,MEM-248,General,2025-03-25,2025-04-08,2025-04-08,Returned On Time,0.0
TRX-1329,BK-117,Artificial Intelligence: A Modern Approach,Software Engineering,A. Silberschatz,MEM-214,Student,2025-05-02,2025-05-16,2025-05-16,Returned On Time,0.0
TRX-1330,BK-117,Design Patterns,Networks,E. Gamma,MEM-202,Student,2025-04-03,2025-04-17,2025-04-15,Returned On Time,0.0
TRX-1331,BK-116,The Pragmatic Programmer,Networks,A. Silberschatz,MEM-210,Student,2025-03-11,2025-03-25,2025-03-21,Returned On Time,0.0
TRX-1332,BK-111,The Pragmatic Programmer,Networks,S. Russell,MEM-217,Faculty,2025-06-03,2025-06-17,2025-06-13,Returned On Time,0.0
TRX-1333,BK-101,Introduction to Python,Software Engineering,A. Tanenbaum,MEM-215,General,2025-09-04,2025-09-18,2025-09-16,Returned On Time,0.0
TRX-1334,BK-103,Introduction to Python,,,MEM-219,Faculty,2025-04-03,2025-04-17,2025-04-15,Returned On Time,0.0
TRX-1335,BK-104,Deep Learning with Python,AI & ML,A. Silberschatz,MEM-242,Student,2025-06-19,2025-07-03,2025-07-01,Returned On Time,0.0
TRX-1336,BK-104,The Pragmatic Programmer,Computer Science,G. van Rossum,MEM-202,General,2025-06-22,2025-07-06,2025-07-02,Returned On Time,0.0
TRX-1337,BK-101,Database System Concepts,Computer Science,S. Russell,MEM-228,Student,2025-04-27,2025-05-11,2025-05-07,Returned On Time,0.0
TRX-1338,BK-113,Introduction to Python,Data Science,G. van Rossum,MEM-228,Faculty,2025-04-01,2025-04-15,2025-04-13,Returned On Time,0.0
TRX-1339,BK-112,Operating System Principles,AI & ML,A. Silberschatz,MEM-210,Staff,2025-07-12,2025-07-26,2025-07-22,Returned On Time,0.0
TRX-1340,BK-103,Clean Code,Software Engineering,A. Tanenbaum,MEM-220,Faculty,2025-10-09,2025-10-23,2025-10-27,Returned Late,10.0
TRX-1341,BK-106,Design Patterns,Networks,G. van Rossum,MEM-213,Staff,2025-03-25,2025-04-08,2025-04-06,Returned On Time,0.0
TRX-1342,BK-108,Database System Concepts,AI & ML,E. Gamma,MEM-226,Student,2025-09-28,2025-10-12,2025-10-16,Returned Late,10.0
TRX-1343,BK-107,Operating System Principles,Data Science,G. van Rossum,MEM-223,Student,2025-01-04,2025-01-18,2025-01-14,Returned On Time,0.0
TRX-1344,BK-119,Data Structures and Algorithms,Networks,G. van Rossum,MEM-230,Student,2025-06-18,2025-07-02,2025-06-28,Returned On Time,0.0
TRX-1345,BK-104,Computer Networking,Data Science,E. Gamma,MEM-220,Student,2025-01-03,2025-01-17,2025-01-21,Returned Late,10.0
TRX-1346,BK-111,Artificial Intelligence: A Modern Approach,Software Engineering,M. Fowler,MEM-246,Student,2025-01-30,2025-02-13,2025-02-11,Returned On Time,0.0
TRX-1347,BK-113,Computer Networking,Software Engineering,E. Gamma,MEM-235,General,2025-01-22,2025-02-05,2025-02-03,Returned On Time,0.0
TRX-1348,BK-109,Design Patterns,Software Engineering,A. Silberschatz,MEM-208,Student,2025-01-10,2025-01-24,2025-01-22,Returned On Time,0.0
TRX-1349,BK-114,Computer Networking,Software Engineering,G. van Rossum,MEM-236,Student,2025-07-10,2025-07-24,2025-07-22,Returned On Time,0.0
TRX-1350,BK-101,Machine Learning Yearning,Software Engineering,E. Gamma,MEM-200,Student,2025-06-16,2025-06-30,2025-07-04,Returned Late,10.0
TRX-1351,BK-108,Computer Networking,Networks,E. Gamma,MEM-205,Faculty,2025-09-02,2025-09-16,2025-09-20,Returned Late,10.0
TRX-1352,BK-114,Data Structures and Algorithms,Computer Science,S. Russell,MEM-202,Student,2025-04-10,2025-04-24,2025-04-24,Returned On Time,0.0
TRX-1353,BK-118,The Pragmatic Programmer,AI & ML,A. Tanenbaum,MEM-239,Staff,2025-10-16,2025-10-30,2025-11-30,Returned Late,77.5
TRX-1354,BK-118,Artificial Intelligence: A Modern Approach,Computer Science,S. Russell,MEM-248,Faculty,2025-07-12,2025-07-26,2025-07-24,Returned On Time,0.0
TRX-1355,BK-115,Database System Concepts,Software Engineering,M. Fowler,MEM-215,Student,2025-03-30,2025-04-13,2025-04-09,Returned On Time,0.0
TRX-1356,BK-118,Computer Networking,Networks,E. Gamma,MEM-202,General,2025-03-24,2025-04-07,2025-04-07,Returned On Time,0.0
TRX-1357,BK-100,Introduction to Python,AI & ML,E. Gamma,MEM-210,Student,2025-05-20,2025-06-03,2025-06-03,Returned On Time,0.0
TRX-1358,BK-113,Clean Code,Software Engineering,S. Russell,MEM-249,Student,2025-01-19,2025-02-02,2025-02-02,Returned On Time,0.0
TRX-1359,BK-106,Operating System Principles,Computer Science,G. van Rossum,MEM-219,Faculty,2025-03-20,2025-04-03,2025-03-30,Returned On Time,0.0
TRX-1360,BK-119,Machine Learning Yearning,Data Science,A. Silberschatz,MEM-240,General,2025-08-06,2025-08-20,2025-08-18,Returned On Time,0.0
TRX-1361,BK-104,Deep Learning with Python,Computer Science,G. van Rossum,MEM-217,Staff,2025-08-07,2025-08-21,2025-08-19,Returned On Time,0.0
TRX-1362,BK-101,Computer Networking,Software Engineering,A. Silberschatz,MEM-223,Faculty,2025-01-22,2025-02-05,2025-02-01,Returned On Time,0.0
TRX-1363,BK-114,Artificial Intelligence: A Modern Approach,AI & ML,A. Tanenbaum,MEM-240,Student,2025-04-18,2025-05-02,2025-04-30,Returned On Time,0.0
TRX-1364,BK-101,Artificial Intelligence: A Modern Approach,Software Engineering,E. Gamma,MEM-214,Faculty,2025-03-14,2025-03-28,2025-03-28,Returned On Time,0.0
TRX-1365,BK-103,The Pragmatic Programmer,AI & ML,A. Silberschatz,MEM-228,Student,2025-03-24,2025-04-07,2025-04-03,Returned On Time,0.0
TRX-1366,BK-118,Clean Code,Software Engineering,E. Gamma,MEM-235,Staff,2025-01-25,2025-02-08,2025-02-04,Returned On Time,0.0
